ncessch,name,state_code,latitude,longitude,zip_code,city,address,school_type,school_type_text,total_students,total_09,total_10,total_11,total_12,total_white,total_black,total_hispanic,total_asian,total_amerindian,total_nativehawaii,total_tworaces,free_reduced_lunch
44,HOLY SPIRIT CATHOLIC SCHOOL,AL,33.173709,-87.529118,35405,TUSCALOOSA,601 JAMES I HARRISON JR PKWY E,1,Regular elementary or secondary,229,47,35,37,34,163,29,20,6,0,1,10,0
226,JOHN CARROLL CATHOLIC HIGH SCHOOL,AL,33.45822,-86.802141,35209,BIRMINGHAM,300 LAKESHORE PKWY,1,Regular elementary or secondary,588,139,158,124,167,413,113,28,20,1,1,12,0
237,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,AL,33.51008,-86.881243,35218,BIRMINGHAM,2001 19TH STREET ENSLEY,1,Regular elementary or secondary,255,67,71,58,59,1,247,7,0,0,0,0,0
394,ST JUDE EDUCATIONAL INSTITUTE,AL,32.35345,-86.327261,36108,MONTGOMERY,2048 W FAIRVIEW AVE,1,Regular elementary or secondary,129,27,30,20,33,0,129,0,0,0,0,0,0
714,MONTGOMERY CATHOLIC PREPARATORY SCHOOL,AL,32.33991,-86.215811,36116,MONTGOMERY,5350 VAUGHN RD,1,Regular elementary or secondary,776,97,87,77,59,555,111,53,34,0,2,21,0
827,MARENGO ACADEMY HIGH SCHOOL,AL,32.284823,-87.793787,36748,LINDEN,2103 S MAIN ST,1,Regular elementary or secondary,201,14,18,27,28,201,0,0,0,0,0,0,0
849,BESSEMER ACADEMY,AL,33.35473,-86.990301,35022,BESSEMER,1705 4TH AVE SW,1,Regular elementary or secondary,307,22,45,38,42,246,61,0,0,0,0,0,0
871,JOHN T MORGAN ACADEMY,AL,32.38909,-87.076211,36701,SELMA,2901 W DALLAS AVE,1,Regular elementary or secondary,489,39,48,30,43,464,5,5,14,0,0,1,0
882,JEFFERSON CHRISTIAN ACADEMY,AL,33.55014,-86.646621,35210,IRONDALE,1500 HERITAGE PLACE DR,1,Regular elementary or secondary,258,23,22,21,24,175,76,0,3,0,0,4,0
962,GLENWOOD SCHOOL,AL,32.537111,-85.050023,36877,SMITHS STATION,5801 SUMMERVILLE RD,1,Regular elementary or secondary,485,47,46,64,44,471,12,2,0,0,0,0,0
973,MARS HILL BIBLE SCHOOL,AL,34.84701,-87.658681,35630,FLORENCE,698 COX CREEK PKWY,1,Regular elementary or secondary,513,45,34,38,51,510,3,0,0,0,0,0,0
995,LOWNDES ACADEMY,AL,32.275857,-86.612907,36752,LOWNDESBORO,PO BOX 99,1,Regular elementary or secondary,235,23,19,19,26,231,3,0,1,0,0,0,0
1015,ESCAMBIA ACADEMY,AL,31.0301674,-87.4079439,36502,ATMORE,268 COWPEN CREEK RD,1,Regular elementary or secondary,203,23,32,22,25,147,10,1,2,36,5,2,0
1026,ABBEVILLE CHRISTIAN ACADEMY,AL,31.577009,-85.261624,36310,ABBEVILLE,PO BOX 9,1,Regular elementary or secondary,218,18,17,22,28,203,3,6,3,0,0,3,0
1332,THE DONOHO SCHOOL,AL,33.65449,-85.793311,36207,ANNISTON,2501 HENRY RD,1,Regular elementary or secondary,333,40,26,39,34,279,14,5,33,0,0,2,0
1354,MOBILE CHRISTIAN SCHOOL,AL,30.64391,-88.179541,36609,MOBILE,5900 COTTAGE HILL RD,1,Regular elementary or secondary,597,52,53,73,45,506,63,6,12,1,0,9,0
1401,INDIAN SPRINGS SCHOOL,AL,33.340378,-86.771348,35124,INDIAN SPRINGS,190 WOODWARD DR,1,Regular elementary or secondary,297,62,70,61,68,207,20,2,63,0,0,5,0
1412,WESTMINSTER CHRISTIAN ACADEMY,AL,34.759707,-86.67589,35806,HUNTSVILLE,237 JOHNS RD NW,1,Regular elementary or secondary,692,68,83,73,73,664,18,3,7,0,0,0,0
1445,ATHENS BIBLE SCHOOL,AL,34.7974569,-86.9558501,35611,ATHENS,507 HOFFMAN ST,1,Regular elementary or secondary,270,32,21,30,32,262,1,3,1,0,2,1,16
1478,TRINITY PRESBYTERIAN SCHOOL,AL,32.35375,-86.234241,36106,MONTGOMERY,1700 E TRINITY BLVD,1,Regular elementary or secondary,811,74,85,66,76,781,13,2,10,0,0,5,0
1503,HOUSTON ACADEMY,AL,31.2440083,-85.4490634,36303,DOTHAN,901 BUENA VISTA DR,1,Regular elementary or secondary,567,54,61,57,51,520,9,15,17,5,0,1,0
1525,SOUTH MONTGOMERY COUNTY ACADEMY,AL,31.99288,-86.198981,36036,GRADY,PO BOX 10,1,Regular elementary or secondary,123,12,10,15,17,117,5,1,0,0,0,0,0
1547,ST JAMES SCHOOL,AL,32.34099,-86.207227,36116,MONTGOMERY,6010 VAUGHN RD,1,Regular elementary or secondary,898,91,71,93,89,669,85,14,97,0,1,32,0
1558,TUSCALOOSA ACADEMY,AL,33.24414,-87.540681,35406,TUSCALOOSA,420 RICE VALLEY RD N,1,Regular elementary or secondary,406,38,35,40,42,379,12,1,5,1,4,4,0
1569,UMS-WRIGHT PREPARATORY SCHOOL,AL,30.68989,-88.105251,36607,MOBILE,65 MOBILE ST,1,Regular elementary or secondary,1070,96,89,84,91,1022,28,7,13,0,0,0,0
1591,MONTGOMERY ACADEMY,AL,32.35096,-86.259951,36106,MONTGOMERY,3240 VAUGHN RD,1,Regular elementary or secondary,840,65,75,65,75,730,55,5,50,0,0,0,0
1605,RANDOLPH SCHOOL,AL,34.70633,-86.558091,35802,HUNTSVILLE,1005 DRAKE AVE SE,1,Regular elementary or secondary,967,95,95,87,101,782,38,15,85,4,0,43,0
1616,THE ALTAMONT SCHOOL,AL,33.51355,-86.758041,35213,BIRMINGHAM,PO BOX 131429,1,Regular elementary or secondary,367,60,39,43,42,252,39,8,66,0,0,2,0
1682,CENTRAL CHRISTIAN SCHOOL,AL,30.546267,-87.726344,36567,ROBERTSDALE,17395 STATE HIGHWAY 104,1,Regular elementary or secondary,237,14,17,21,18,222,3,2,4,2,0,4,0
1693,CHAMBERS ACADEMY,AL,32.8730838,-85.4065209,36862,LAFAYETTE,15048 US HIGHWAY 431,1,Regular elementary or secondary,183,18,23,17,13,172,4,5,0,0,0,2,0
1729,COOSA VALLEY ACADEMY,AL,33.335135,-86.430268,35078,HARPERSVILLE,PO BOX 250,1,Regular elementary or secondary,228,26,30,29,32,225,0,0,1,1,1,0,0
1864,EDGEWOOD ACADEMY,AL,32.547302,-86.292789,36025,ELMORE,PO BOX 160,1,Regular elementary or secondary,309,35,31,29,22,287,18,1,0,0,0,3,0
1897,FORT DALE ACADEMY,AL,31.8361329,-86.6413485,36037,GREENVILLE,1100 GAMBLE ST,1,Regular elementary or secondary,481,36,33,31,40,472,1,2,0,6,0,0,0
1944,DECATUR HERITAGE CHRISTIAN ACADEMY,AL,34.53646,-86.998231,35601,DECATUR,PO BOX 5659,1,Regular elementary or secondary,404,36,41,46,23,365,13,4,20,0,0,2,0
2063,HOOPER ACADEMY,AL,32.25481,-86.361521,36043,HOPE HULL,380 FISCHER RD,1,Regular elementary or secondary,293,31,37,35,47,280,8,3,2,0,0,0,0
2096,THE LAKESIDE SCHOOL,AL,31.918214,-85.1361288,36027,EUFAULA,1020 LAKE DR,1,Regular elementary or secondary,293,26,28,26,15,276,7,3,5,1,0,1,0
2154,LYMAN WARD MILITARY ACADEMY,AL,32.802666,-85.660782,36850,CAMP HILL,PO BOX 550,1,Regular elementary or secondary,88,15,17,14,25,73,10,4,1,0,0,0,0
2165,MADISON ACADEMY,AL,34.70513,-86.703431,35758,MADISON,325 SLAUGHTER RD,1,Regular elementary or secondary,846,72,72,72,72,748,62,11,11,4,1,9,0
2198,MEADOWVIEW CHRISTIAN SCHOOL,AL,32.40478,-87.061921,36701,SELMA,1512 OLD ORRVILLE RD,1,Regular elementary or secondary,120,7,17,8,17,105,11,0,2,0,2,0,0
2201,MONROE ACADEMY,AL,31.474895,-87.341057,36460,MONROEVILLE,4096 S ALABAMA AVE,1,Regular elementary or secondary,419,40,35,33,30,417,0,0,0,0,0,2,0
2234,NORTHSIDE METHODIST CHURCH & ACADEMY,AL,31.26243,-85.432861,36303,DOTHAN,2600 REDMOND RD,1,Regular elementary or secondary,316,28,19,24,23,299,3,2,7,0,0,5,0
2278,PICKENS ACADEMY,AL,33.2529845,-88.0900044,35447,CARROLLTON,225 RAY BASS RD,1,Regular elementary or secondary,240,22,25,33,18,238,1,1,0,0,0,0,0
2289,PIKE LIBERAL ARTS SCHOOL,AL,31.782359,-85.941939,36081,TROY,PO BOX 329,1,Regular elementary or secondary,434,39,29,40,42,428,1,3,2,0,0,0,0
2358,SOUTHERN ACADEMY,AL,32.699108,-87.5840209,36744,GREENSBORO,407 COLLEGE ST,1,Regular elementary or secondary,237,5,26,20,20,237,0,0,0,0,0,0,0
2391,SPARTA ACADEMY,AL,31.44896,-86.944475,36401,EVERGREEN,300 PIERCE ST,1,Regular elementary or secondary,209,16,20,19,19,200,0,4,3,0,0,2,0
2405,SPRINGWOOD SCHOOL,AL,32.874139,-85.208455,36863,LANETT,PO BOX 1030,1,Regular elementary or secondary,273,21,36,30,28,228,22,1,14,0,0,8,0
2518,VICTORY BAPTIST SCHOOL,AL,32.508753,-86.375596,36054,MILLBROOK,PO BOX 1090,1,Regular elementary or secondary,180,16,9,15,11,180,0,0,0,0,0,0,0
2722,AUTAUGA ACADEMY,AL,32.4720898,-86.5418773,36067,PRATTVILLE,497 GOLSON RD,1,Regular elementary or secondary,285,21,27,29,45,269,16,0,0,0,0,0,0
2733,ASHFORD ACADEMY,AL,31.1946,-85.232451,36312,ASHFORD,1100 N BROADWAY ST,1,Regular elementary or secondary,126,14,13,12,12,123,3,0,0,0,0,0,0
2788,ALABAMA CHRISTIAN ACADEMY,AL,32.3893,-86.215961,36109,MONTGOMERY,4700 WARES FERRY RD,1,Regular elementary or secondary,771,81,95,69,89,656,63,9,32,0,1,10,0
2802,EMMANUEL CHRISTIAN SCHOOL,AL,31.20073,-85.438541,36305,DOTHAN,178 EARLINE RD,1,Regular elementary or secondary,368,25,25,25,28,317,44,4,0,0,0,3,0
2835,MACON EAST ACADEMY,AL,32.3023648,-86.0124622,36013,CECIL,15396 VAUGHN RD,1,Regular elementary or secondary,277,25,27,37,48,270,7,0,0,0,0,0,0
3001,LEE-SCOTT ACADEMY,AL,32.6378489,-85.4503494,36830,AUBURN,1601 ACADEMY DR,1,Regular elementary or secondary,696,58,56,59,55,654,6,4,21,0,0,11,0
3078,SHADES MOUNTAIN CHRISTIAN SCHOOL,AL,33.4142,-86.832921,35226,HOOVER,2290 OLD TYLER RD,1,Regular elementary or secondary,268,32,21,19,20,219,35,2,2,0,0,10,0
23629,CATHOLIC SCHOOLS OF FAIRBANKS,AK,64.851621,-147.716031,99701,FAIRBANKS,615 MONROE ST,1,Regular elementary or secondary,383,41,25,32,24,270,12,21,19,32,1,28,0
23866,ANCHORAGE CHRISTIAN SCHOOLS,AK,61.19655,-149.759191,99504,ANCHORAGE,6575 E NORTHERN LIGHTS BLVD,1,Regular elementary or secondary,477,34,36,37,44,301,41,10,31,28,7,59,0
30873,LOURDES CATHOLIC SCHOOL,AZ,31.35693,-110.919281,85621,NOGALES,555 E PATAGONIA HWY,1,Regular elementary or secondary,308,27,14,22,19,4,0,301,2,0,0,1,307
30942,SALPOINTE CATHOLIC HIGH SCHOOL,AZ,32.25578,-110.950341,85719,TUCSON,1545 E COPPER ST,1,Regular elementary or secondary,1039,256,263,255,265,559,28,362,37,48,5,0,0
31265,XAVIER COLLEGE PREPARATORY,AZ,33.50511,-112.067531,85012,PHOENIX,4710 N 5TH ST,1,Regular elementary or secondary,1206,310,317,292,287,1004,27,92,68,11,4,0,0
31301,ST MARYS HIGH SCHOOL,AZ,33.47529,-112.068301,85004,PHOENIX,2525 N 3RD ST,1,Regular elementary or secondary,543,154,153,135,101,69,30,373,21,6,1,43,150
31414,BROPHY COLLEGE PREPARATORY,AZ,33.50469,-112.071421,85012,PHOENIX,4701 N CENTRAL AVE,1,Regular elementary or secondary,1391,353,330,338,298,831,43,245,96,11,3,162,0
31425,BOURGADE CATHOLIC HIGH SCHOOL,AZ,33.50473,-112.127761,85017,PHOENIX,4602 N 31ST AVE,1,Regular elementary or secondary,390,90,100,102,98,109,7,209,23,0,0,42,0
31491,SETON CATHOLIC PREPARATORY HIGH SCHOOL,AZ,33.32326,-111.878671,85224,CHANDLER,1150 N DOBSON RD,1,Regular elementary or secondary,595,161,147,139,148,431,8,98,20,6,3,29,19
31731,PHOENIX CHRISTIAN PREPARATORY SCHOOL,AZ,33.49406,-112.096651,85015,PHOENIX,1751 W INDIAN SCHOOL RD,1,Regular elementary or secondary,384,60,45,50,65,114,118,127,24,0,1,0,0
32101,THE ORME SCHOOL,AZ,34.432052,-112.07124,86333,MAYER,HC 63 BOX 3040,1,Regular elementary or secondary,72,9,15,29,14,26,8,11,24,3,0,0,0
32145,PHOENIX COUNTRY DAY SCHOOL,AZ,33.51569,-111.998421,85253,PARADISE VALLEY,3901 E STANFORD DR,1,Regular elementary or secondary,717,72,75,66,64,503,21,43,75,7,0,68,0
32156,VERDE VALLEY SCHOOL,AZ,34.80619,-111.803751,86351,SEDONA,3511 VERDE VALLEY SCHOOL RD,1,Regular elementary or secondary,141,15,22,76,28,40,15,10,40,4,3,29,0
32542,OAK CREEK RANCH SCHOOL,AZ,34.75132,-111.891001,86340,SEDONA,PO BOX 4329,1,Regular elementary or secondary,67,10,9,18,24,41,7,10,9,0,0,0,0
32677,SCOTTSDALE CHRISTIAN ACADEMY,AZ,33.61737,-111.979051,85032,PHOENIX,14400 N TATUM BLVD,1,Regular elementary or secondary,758,61,62,67,84,517,42,22,60,0,0,117,0
32859,TRI-CITY CHRISTIAN ACADEMY,AZ,33.27444,-111.879691,85286,CHANDLER,2211 W GERMANN RD,1,Regular elementary or secondary,276,28,26,24,28,173,23,23,40,4,0,13,0
33331,THUNDERBIRD ADVENTIST ACADEMY,AZ,33.607623,-111.921162,85260,SCOTTSDALE,7410 E SUTTON DR,1,Regular elementary or secondary,157,35,50,50,22,153,0,4,0,0,0,0,0
47708,SUBIACO ACADEMY,AR,35.2988,-93.633241,72865,SUBIACO,405 N SUBIACO AVE,1,Regular elementary or secondary,194,27,48,42,42,135,5,8,43,3,0,0,0
47854,CATHOLIC HIGH SCHOOL FOR BOYS,AR,34.7569,-92.344261,72205,LITTLE ROCK,6300 FATHER TRIBOU ST,1,Regular elementary or secondary,760,206,202,168,184,678,15,46,0,3,0,18,0
47978,MT ST MARY ACADEMY,AR,34.76076,-92.329911,72205,LITTLE ROCK,3224 KAVANAUGH BLVD,1,Regular elementary or secondary,533,138,123,124,148,471,6,32,11,0,0,13,0
48235,PULASKI ACADEMY,AR,34.77161,-92.414241,72212,LITTLE ROCK,12701 HINSON RD,1,Regular elementary or secondary,1221,99,104,105,86,955,100,19,66,2,3,76,0
48337,CROWLEY'S RIDGE ACADEMY,AR,36.05798,-90.558891,72450,PARAGOULD,606 ACADEMY DR,1,Regular elementary or secondary,267,13,18,23,24,260,2,5,0,0,0,0,0
48359,HARDING ACADEMY,AR,35.244378,-91.713111,72149,SEARCY,HU BOX 10775,1,Regular elementary or secondary,644,65,65,49,53,621,7,1,15,0,0,0,0
48541,MARVELL ACADEMY,AR,34.570138,-90.912276,72366,MARVELL,PO BOX 277,1,Regular elementary or secondary,164,13,13,18,11,162,0,2,0,0,0,0,0
48971,OZARK ADVENTIST ACADEMY,AR,36.24088,-94.501421,72734,GENTRY,20997 DAWN HILL EAST RD,1,Regular elementary or secondary,156,31,45,38,42,82,10,38,7,5,1,13,0
69958,ALVERNO HIGH SCHOOL,CA,34.16547,-118.066941,91024,SIERRA MADRE,200 N MICHILLINDA AVE,1,Regular elementary or secondary,180,41,44,53,42,51,2,67,25,1,4,30,0
69991,ST MONICA CATHOLIC HIGH SCHOOL,CA,34.02396,-118.497461,90403,SANTA MONICA,1030 LINCOLN BLVD,1,Regular elementary or secondary,513,122,120,128,143,142,88,223,36,3,19,2,0
70056,POMONA CATHOLIC HIGH SCHOOL,CA,34.06281,-117.757971,91768,POMONA,533 W HOLT AVE,1,Regular elementary or secondary,312,64,57,57,55,53,6,209,39,3,2,0,125
70103,ST GENEVIEVE HIGH SCHOOL,CA,34.2218834,-118.438025,91402,PANORAMA CITY,13967 ROSCOE BLVD.,1,Regular elementary or secondary,612,167,139,148,158,42,18,327,92,0,76,57,0
70125,ST JOSEPH HIGH SCHOOL,CA,34.88211,-120.416291,93455,SANTA MARIA,4120 S BRADLEY RD,1,Regular elementary or secondary,408,102,109,100,97,147,7,167,33,10,24,20,0
70147,ST PAUL HIGH SCHOOL,CA,33.95116,-118.053531,90670,SANTA FE SPRINGS,9635 GREENLEAF AVE,1,Regular elementary or secondary,655,148,158,167,182,39,10,358,124,0,4,120,0
70191,NOTRE DAME ACADEMY GIRLS HIGH SCHOOL,CA,34.0344993,-118.419473,90064,LOS ANGELES,2851 OVERLAND AVE,1,Regular elementary or secondary,370,85,99,88,98,114,59,97,34,0,21,45,0
70293,SACRED HEART HIGH SCHOOL,CA,34.06984,-118.212351,90031,LOS ANGELES,2111 GRIFFIN AVE,1,Regular elementary or secondary,224,69,58,56,41,0,2,206,12,0,0,4,0
70577,CRESPI CARMELITE HIGH SCHOOL,CA,34.16175,-118.521591,91316,ENCINO,5031 ALONZO AVE,1,Regular elementary or secondary,494,126,132,117,119,296,45,72,45,2,0,34,0
70602,ST ANTHONY HIGH SCHOOL,CA,33.7744391,-118.182331,90802,LONG BEACH,620 OLIVE AVE,1,Regular elementary or secondary,525,143,131,126,125,203,70,163,77,0,0,12,0
70624,PARACLETE HIGH SCHOOL,CA,34.64816,-118.184931,93536,LANCASTER,42145 30TH ST W,1,Regular elementary or secondary,683,185,179,164,155,279,68,187,30,8,25,86,0
70635,HOLY FAMILY HIGH SCHOOL COLLEGE PREPARATORY,CA,34.14042,-118.251991,91205,GLENDALE,400 E LOMITA AVE,1,Regular elementary or secondary,182,38,50,55,39,0,3,109,70,0,0,0,0
70704,BELLARMINE-JEFFERSON HIGH SCHOOL,CA,34.183904,-118.30557,91501,BURBANK,465 E OLIVE AVE,1,Regular elementary or secondary,126,20,30,39,37,16,7,41,10,0,0,52,0
70715,ST JOHN BOSCO HIGH SCHOOL,CA,33.90648,-118.123151,90706,BELLFLOWER,13640 BELLFLOWER BLVD,1,Regular elementary or secondary,842,235,210,201,196,168,84,421,29,2,60,78,0
70792,BISHOP MORA SALESIAN HIGH SCHOOL,CA,34.03268,-118.215691,90023,LOS ANGELES,960 S SOTO ST,1,Regular elementary or secondary,500,150,130,120,100,0,15,480,5,0,0,0,0
70861,ST MARY'S ACADEMY,CA,33.96907,-118.345421,90301,INGLEWOOD,701 GRACE AVE,1,Regular elementary or secondary,256,67,61,62,66,3,107,114,0,2,0,30,0
70974,ST FRANCIS HIGH SCHOOL,CA,34.19509,-118.181791,91011,LA CANADA FLINTRIDGE,200 FOOTHILL BLVD,1,Regular elementary or secondary,662,184,152,163,163,318,11,151,32,1,28,121,0
70985,ST LUCYS PRIORY HIGH SCHOOL,CA,34.1484334,-117.877152,91741,GLENDORA,655 W SIERRA MADRE AVE,1,Regular elementary or secondary,629,146,168,165,150,209,9,214,164,2,17,14,0
70996,LA REINA HIGH SCHOOL,CA,34.20247,-118.877421,91360,THOUSAND OAKS,106 W JANSS RD,1,Regular elementary or secondary,569,80,105,102,85,385,4,77,44,4,4,51,0
71005,DON BOSCO TECHNICAL INSTITUTE,CA,34.04067,-118.087161,91770,ROSEMEAD,1151 SAN GABRIEL BLVD,1,Regular elementary or secondary,394,100,100,98,96,30,3,283,48,0,0,30,0
71027,MAYFIELD SENIOR SCHOOL,CA,34.13045,-118.162101,91105,PASADENA,500 BELLEFONTAINE ST,1,Regular elementary or secondary,332,97,91,68,76,142,11,77,21,0,0,81,0
71093,ST JOSEPH HIGH SCHOOL,CA,33.86145,-118.118081,90713,LAKEWOOD,5825 WOODRUFF AVE,1,Regular elementary or secondary,581,135,145,148,153,111,9,305,55,0,0,101,0
71107,LOUISVILLE HIGH SCHOOL,CA,34.1489,-118.609851,91364,WOODLAND HILLS,22300 MULHOLLAND DR,1,Regular elementary or secondary,338,72,74,111,81,221,11,62,29,0,15,0,0
71151,ST BERNARD HIGH SCHOOL,CA,33.95349,-118.433041,90293,PLAYA DEL REY,9100 FALMOUTH AVE,1,Regular elementary or secondary,259,79,72,50,58,15,131,68,5,0,2,38,0
71399,BISHOP AMAT HIGH SCHOOL,CA,34.05381,-117.964741,91746,LA PUENTE,14301 FAIRGROVE AVE,1,Regular elementary or secondary,1404,367,357,347,333,198,34,944,161,5,0,62,0
71424,CHAMINADE COLLEGE PREPARATORY HIGH SCHOOL,CA,34.20766,-118.635761,91304,WEST HILLS,7500 CHAMINADE AVE,1,Regular elementary or secondary,1330,340,340,330,320,653,90,205,301,11,28,42,0
71446,NOTRE DAME HIGH SCHOOL,CA,34.15855,-118.428991,91423,SHERMAN OAKS,13645 RIVERSIDE DR,1,Regular elementary or secondary,1229,340,316,274,299,769,91,213,77,7,72,0,0
71457,LA SALLE HIGH SCHOOL,CA,34.16097,-118.069961,91107,PASADENA,3880 E SIERRA MADRE BLVD,1,Regular elementary or secondary,651,165,153,164,169,260,41,142,63,0,41,104,0
71468,CANTWELL SACRED HEART OF MARY,CA,34.0171699,-118.130001,90640,MONTEBELLO,329 N GARFIELD AVE,1,Regular elementary or secondary,569,120,152,151,146,19,6,386,141,1,0,16,0
71559,PROVIDENCE HIGH SCHOOL,CA,34.15442,-118.326731,91505,BURBANK,511 S BUENA VISTA ST,1,Regular elementary or secondary,434,107,121,103,103,168,4,59,113,1,0,89,0
71592,VILLANOVA PREPARATORY SCHOOL,CA,34.42935,-119.263631,93023,OJAI,12096 N VENTURA AVE,1,Regular elementary or secondary,265,57,76,73,59,116,3,45,71,1,14,15,13
71639,DAMIEN HIGH SCHOOL,CA,34.10429,-117.787451,91750,LA VERNE,2280 DAMIEN AVE,1,Regular elementary or secondary,923,224,252,235,212,295,28,331,74,0,45,150,0
71672,ST PIUSX-ST.MATTHIAS ACADEMY,CA,33.919177,-118.160152,90242,DOWNEY,7851 EAST GARDENSTREET,1,Regular elementary or secondary,306,86,93,72,55,17,8,276,3,0,2,0,0
71683,JUNIPERO SERRA HIGH SCHOOL,CA,33.8959,-118.316681,90249,GARDENA,14830 VAN NESS AVE,1,Regular elementary or secondary,544,139,126,153,126,6,403,85,19,4,18,9,0
71741,LOYOLA HIGH SCHOOL,CA,34.04499,-118.295891,90006,LOS ANGELES,1901 VENICE BLVD,1,Regular elementary or secondary,1242,319,303,310,310,1004,20,86,111,0,3,18,0
71821,SAN GABRIEL MISSION HIGH SCHOOL,CA,34.09783,-118.107141,91776,SAN GABRIEL,254 S SANTA ANITA ST,1,Regular elementary or secondary,254,63,68,56,67,3,2,209,30,1,4,5,0
71854,FLINTRIDGE SACRED HEART ACADEMY,CA,34.18038,-118.183031,91011,LA CANADA FLINTRIDGE,440 SAINT KATHERINE DR,1,Regular elementary or secondary,384,88,103,94,99,184,10,70,85,1,0,34,0
71912,MARYMOUNT HIGH SCHOOL LOS ANGELES,CA,34.07543,-118.445271,90077,LOS ANGELES,10643 W SUNSET BLVD,1,Regular elementary or secondary,396,94,102,100,100,56,23,15,30,23,190,59,0
72111,CHAMINADE COLLEGE PREPARETORY,CA,34.2548265,-118.565425,91311,CHATSWORTH,10210 OAKDALE AVE,1,Regular elementary or secondary,2030,347,337,317,321,1207,88,236,195,9,69,226,0
72315,WOODSIDE PRIORY SCHOOL,CA,37.3759,-122.213111,94028,PORTOLA VALLEY,302 PORTOLA RD,1,Regular elementary or secondary,385,79,70,60,68,381,2,1,1,0,0,0,0
72483,IMMACULATE CONCEPTION ACADEMY,CA,37.7518,-122.423471,94110,SAN FRANCISCO,3625 24TH ST,1,Regular elementary or secondary,324,113,71,78,62,9,25,187,59,1,5,38,117
72519,MERCY HIGH SCHOOL,CA,37.72946,-122.474531,94132,SAN FRANCISCO,3250 19TH AVE,1,Regular elementary or secondary,395,100,87,103,105,249,4,103,17,0,10,12,0
72596,ARCHBISHOP RIORDAN HIGH SCHOOL,CA,37.72765,-122.452541,94112,SAN FRANCISCO,175 PHELAN AVE,1,Regular elementary or secondary,691,174,177,159,181,174,41,175,161,0,16,124,0
72632,SACRED HEART CATHEDRAL PREPARATORY,CA,37.783487,-122.423427,94109,SAN FRANCISCO,1055 ELLIS ST,1,Regular elementary or secondary,1297,342,349,322,284,303,50,230,514,2,0,198,135
72767,ST IGNATIUS COLLEGE PREPARATORY,CA,37.7485706,-122.495988,94116,SAN FRANCISCO,2001 37TH AVE,1,Regular elementary or secondary,1478,376,367,375,360,889,47,82,246,4,5,205,0
73148,JUNIPERO SERRA HIGH SCHOOL,CA,37.54554,-122.317151,94403,SAN MATEO,451 W 20TH AVE,1,Regular elementary or secondary,875,240,236,190,209,540,26,0,114,2,32,161,0
73374,MARIN CATHOLIC HIGH SCHOOL,CA,37.95076,-122.536901,94904,KENTFIELD,675 SIR FRANCIS DRAKE BLVD,1,Regular elementary or secondary,718,178,191,175,174,639,8,21,24,6,5,15,0
73498,MERCY HIGH SCHOOL,CA,37.58267,-122.382661,94010,BURLINGAME,2750 ADELINE DR,1,Regular elementary or secondary,362,92,72,94,104,173,2,70,45,0,5,67,0
73942,SAN JOAQUIN MEMORIAL HIGH SCHOOL,CA,36.76363,-119.779741,93703,FRESNO,1406 N FRESNO ST,1,Regular elementary or secondary,588,155,146,141,146,230,19,199,93,4,0,43,0
74265,MISSION COLLEGE PREPARATORY CATHOLIC HIGH SCHOOL,CA,35.28067,-120.666541,93401,SAN LUIS OBISPO,682 PALM ST,1,Regular elementary or secondary,374,75,92,110,97,303,4,37,30,0,0,0,0
74276,NOTRE DAME HIGH SCHOOL,CA,36.66428,-121.668681,93901,SALINAS,455 PALMA DR,1,Regular elementary or secondary,222,52,54,52,64,101,0,64,18,0,1,38,0
74356,PALMA SCHOOL,CA,36.66452,-121.664711,93901,SALINAS,919 IVERSON ST,1,Regular elementary or secondary,428,83,80,85,78,199,11,137,32,0,16,33,0
74582,ST ELIZABETH HIGH SCHOOL,CA,37.77854,-122.222131,94601,OAKLAND,1530 34TH AVE,1,Regular elementary or secondary,154,21,48,46,27,1,21,112,2,0,5,13,60
74695,SALESIAN HIGH SCHOOL,CA,37.95289,-122.339131,94804,RICHMOND,2851 SALESIAN AVE,1,Regular elementary or secondary,417,106,99,103,109,45,129,129,34,2,6,72,0
74822,HOLY NAMES HIGH SCHOOL,CA,37.83941,-122.231041,94618,OAKLAND,4660 HARBORD DR,1,Regular elementary or secondary,121,28,32,31,30,19,27,52,15,0,0,8,0
74833,BISHOP O DOWD HIGH SCHOOL,CA,37.75351,-122.156331,94605,OAKLAND,9500 STEARNS AVE,1,Regular elementary or secondary,1174,295,311,307,261,492,263,119,137,4,15,144,0
74866,MOREAU CATHOLIC HIGH SCHOOL,CA,37.6444,-122.061131,94544,HAYWARD,27170 MISSION BLVD,1,Regular elementary or secondary,950,237,265,248,200,160,78,87,404,4,20,197,0
74902,DE LA SALLE HIGH SCHOOL,CA,37.93474,-122.030331,94518,CONCORD,1130 WINTON DR,1,Regular elementary or secondary,1038,273,257,267,241,648,56,156,34,11,23,110,0
74913,CARONDELET HIGH SCHOOL,CA,37.93318,-122.033481,94518,CONCORD,1133 WINTON DR,1,Regular elementary or secondary,805,212,198,196,199,516,20,118,34,2,34,81,0
74924,ST MARY'S COLLEGE HIGH SCHOOL,CA,37.881935,-122.283813,94706,BERKELEY,1294 ALBINA AVE,1,Regular elementary or secondary,630,182,148,143,157,199,153,95,57,0,0,126,0
