ncessch,name,state_code,latitude,longitude,zip_code,city,address,school_type,school_type_text,total_students,total_09,total_10,total_11,total_12,total_white,total_black,total_hispanic,total_asian,total_amerindian,total_nativehawaii,total_tworaces,free_reduced_lunch
753994,ST PIUS X HIGH SCHOOL,MO,39.17373,-94.561991,64116,KANSAS CITY,1500 NE 42ND TER,1,Regular elementary or secondary,411,96,111,116,88,313,5,57,21,0,0,15,0
754058,SPRINGFIELD CATHOLIC HIGH SCHOOL,MO,37.17073,-93.221551,65809,SPRINGFIELD,2340 S EASTGATE AVE,1,Regular elementary or secondary,400,115,122,86,77,326,28,17,11,0,0,18,25
754138,NOTRE DAME REGIONAL HIGH SCHOOL,MO,37.30565,-89.608901,63701,CAPE GIRARDEAU,265 NOTRE DAME DR,1,Regular elementary or secondary,529,120,138,133,138,484,10,11,17,0,1,6,0
754353,MCAULEY CATHOLIC HIGH SCHOOL,MO,37.08107,-94.517361,64801,JOPLIN,930 S PEARL AVE,1,Regular elementary or secondary,95,23,21,31,20,83,0,4,3,1,1,3,30
754499,WESTMINSTER CHRISTIAN ACADEMY,MO,38.63738,-90.502401,63017,TOWN AND COUNTRY,800 MARYVILLE CENTRE DR,1,Regular elementary or secondary,1012,191,190,186,183,821,112,25,44,3,0,7,0
754604,LUTHERAN HIGH SCHOOL NORTH,MO,38.71734,-90.284931,63121,SAINT LOUIS,5401 LUCAS AND HUNT RD,1,Regular elementary or secondary,287,78,61,74,74,71,185,2,14,0,0,15,0
754615,LUTHERAN HIGH SCHOOL SOUTH,MO,38.54797,-90.334961,63123,SAINT LOUIS,9515 TESSON FERRY RD,1,Regular elementary or secondary,504,131,109,156,108,426,16,8,42,0,6,6,0
755084,MISSOURI MILITARY ACADEMY,MO,39.17143,-91.867383,65265,MEXICO,204 N GRAND ST,1,Regular elementary or secondary,209,17,50,62,49,123,10,48,27,1,0,0,0
755142,WENTWORTH MILITARY ACADEMY,MO,39.186395,-93.873065,64067,LEXINGTON,1880 WASHINGTON AVE,1,Regular elementary or secondary,78,12,28,19,19,39,3,1,34,0,0,1,0
755663,JOHN BURROUGHS SCHOOL,MO,38.64362,-90.368341,63124,SAINT LOUIS,755 S PRICE RD,1,Regular elementary or secondary,593,100,100,100,100,396,81,8,76,1,3,28,0
755674,THE BARSTOW SCHOOL,MO,38.918199,-94.605314,64114,KANSAS CITY,11511 STATE LINE RD,1,Regular elementary or secondary,655,63,58,66,62,440,43,29,81,6,0,56,0
755787,ST PAUL LUTHERAN HIGH SCHOOL,MO,38.987983,-93.567951,64020,CONCORDIA,"205 S. MAIN, P.O. BOX 719",1,Regular elementary or secondary,196,48,39,66,43,142,5,1,42,2,1,3,0
755801,THE PRINCIPIA SCHOOL,MO,38.63198,-90.474271,63131,SAINT LOUIS,13201 CLAYTON RD,1,Regular elementary or secondary,376,45,62,68,86,376,0,0,0,0,0,0,0
755812,THOMAS JEFFERSON SCHOOL,MO,38.54034,-90.395221,63127,SAINT LOUIS,4100 S LINDBERGH BLVD,1,Regular elementary or secondary,80,13,17,13,16,37,4,2,34,0,0,3,0
755867,WHITFIELD SCHOOL,MO,38.65377,-90.481711,63141,SAINT LOUIS,175 S MASON RD,1,Regular elementary or secondary,407,77,79,69,71,293,67,10,17,0,0,20,0
756292,NORTH COUNTY CHRISTIAN SCHOOL,MO,38.77608,-90.324101,63031,FLORISSANT,845 DUNN RD,1,Regular elementary or secondary,263,25,12,29,23,85,165,0,5,0,2,6,0
791704,LOYOLA SACRED HEART HIGH SCHOOL,MT,46.86217,-114.002141,59801,MISSOULA,320 EDITH ST,1,Regular elementary or secondary,172,43,44,38,47,150,1,3,5,4,1,8,34
791828,MANHATTAN CHRISTIAN SCHOOL,MT,45.752368,-111.302132,59741,MANHATTAN,8000 CHURCHILL RD,1,Regular elementary or secondary,282,27,28,22,19,269,2,3,5,0,0,3,50
792264,MOUNT ELLIS ACADEMY,MT,45.6532,-110.954231,59715,BOZEMAN,3641 BOZEMAN TRAIL RD,1,Regular elementary or secondary,72,18,17,19,18,39,0,22,6,1,1,3,0
809291,NORFOLK CATHOLIC HIGH SCHOOL,NE,42.0319458,-97.4427303,68701,NORFOLK,2300 W MADISON AVE,1,Regular elementary or secondary,584,31,62,43,41,556,2,23,1,0,0,2,116
809393,DANIEL J GROSS HIGH SCHOOL,NE,41.18274,-95.979821,68147,BELLEVUE,7700 S 43RD ST,1,Regular elementary or secondary,429,115,105,108,101,369,12,44,3,0,1,0,0
809418,DUCHESNE ACADEMY OF THE SACRED HEART,NE,41.26632,-95.967731,68131,OMAHA,3601 BURT ST,1,Regular elementary or secondary,319,81,84,82,72,285,10,5,9,1,0,9,0
809484,MARIAN HIGH SCHOOL,NE,41.30117,-96.025371,68134,OMAHA,7400 MILITARY AVE,1,Regular elementary or secondary,710,193,161,177,179,644,39,13,12,2,0,0,0
809509,MERCY HIGH SCHOOL,NE,41.24479,-95.984581,68106,OMAHA,1501 S 48TH ST,1,Regular elementary or secondary,380,101,107,90,82,286,54,29,9,2,0,0,0
809553,RONCALLI CATHOLIC HIGH SCHOOL,NE,41.31571,-96.011021,68152,OMAHA,6401 SORENSEN PKWY,1,Regular elementary or secondary,407,121,96,90,100,308,65,6,23,4,1,0,0
809939,GUARDIAN ANGELS ELEMENTARY SCHOOL,NE,41.84176,-96.7075205,68788,WEST POINT,408 E WALNUT ST,1,Regular elementary or secondary,310,24,21,31,34,287,1,9,5,0,0,8,30
810026,SCOTUS CENTRAL CATHOLIC JR/SR HIGH SCHOOL,NE,41.4316,-97.349811,68601,COLUMBUS,1554 18TH AVE,1,Regular elementary or secondary,371,66,64,65,67,343,1,13,14,0,0,0,35
810106,ST FRANCIS SCHOOLS,NE,41.6899,-97.488271,68642,HUMPHREY,PO BOX 277,1,Regular elementary or secondary,196,13,16,21,14,195,0,0,1,0,0,0,42
810139,CEDAR CATHOLIC HIGH SCHOOL,NE,42.616505,-97.264326,68739,HARTINGTON,PO BOX 15,1,Regular elementary or secondary,194,25,38,34,30,190,4,0,0,0,0,0,68
810161,ARCHBISHOP BERGAN CATHOLIC SCHOOL,NE,41.43211,-96.491551,68025,FREMONT,545 E 4TH ST,1,Regular elementary or secondary,385,34,31,25,22,375,2,5,3,0,0,0,132
810183,POPE JOHN XXIII CENTRAL CATHOLIC HIGH SCHOOL,NE,41.979588,-98.081582,68636,ELGIN,PO BOX 179,1,Regular elementary or secondary,68,4,14,12,17,66,0,0,2,0,0,0,20
810208,MOUNT MICHAEL BENEDICTINE HIGH SCHOOL,NE,41.31539,-96.268141,68022,ELKHORN,22520 MOUNT MICHAEL RD,1,Regular elementary or secondary,239,59,66,58,56,185,7,9,36,2,0,0,0
810387,ST PATRICK JR SR HIGH SCHOOL,NE,41.128969,-100.755084,69103,NORTH PLATTE,PO BOX 970,1,Regular elementary or secondary,392,34,23,31,21,324,2,53,7,2,0,4,46
810401,KEARNEY CATHOLIC SCHOOLS,NE,40.7107454,-99.0794489,68847,KEARNEY,110 E 35TH ST,1,Regular elementary or secondary,380,55,52,54,42,357,5,9,8,0,1,0,22
810423,CENTRAL CATHOLIC MIDDLE & HIGH SCHOOL,NE,40.9305,-98.364061,68803,GRAND ISLAND,1200 RUBY AVE,1,Regular elementary or secondary,290,53,44,39,39,225,12,44,9,0,0,0,0
810558,BISHOP NEUMANN HIGH SCHOOL,NE,41.20499,-96.618061,68066,WAHOO,202 S LINDEN ST,1,Regular elementary or secondary,284,53,49,48,39,278,0,2,2,0,0,2,38
810682,PIUS X HIGH SCHOOL,NE,40.80004,-96.640121,68510,LINCOLN,6000 A ST,1,Regular elementary or secondary,1224,319,324,313,268,989,20,85,109,0,3,18,117
810773,SACRED HEART SCHOOL,NE,40.06291,-95.595531,68355,FALLS CITY,1820 FULTON ST,1,Regular elementary or secondary,193,14,19,22,12,160,2,2,3,7,0,19,46
810809,AQUINAS MIDDLE HIGH SCHOOL,NE,41.24113,-97.126761,68632,DAVID CITY,3420 MN RD BOX 149,1,Regular elementary or secondary,296,55,44,39,36,289,1,4,1,0,1,0,36
810988,LINCOLN LUTHERAN MIDDLE/HIGH SCHOOL,NE,40.82385,-96.641751,68504,LINCOLN,1100 N 56TH ST,1,Regular elementary or secondary,298,47,43,39,43,262,5,1,23,0,0,7,13
811824,OMAHA CHRISTIAN ACADEMY,NE,41.3112,-96.075941,68134,OMAHA,10244 WIESMAN DR,1,Regular elementary or secondary,272,27,13,26,21,185,46,11,11,3,0,16,0
811948,COLLEGE VIEW ACADEMY,NE,40.7775708,-96.6502264,68506,LINCOLN,5240 CALVERT ST,1,Regular elementary or secondary,205,22,15,11,15,142,15,34,5,0,3,6,0
846879,BISHOP MANOGUE CATHOLIC HIGH SCHOOL,NV,39.42373,-119.764761,89511,RENO,110 BISHOP MANOGUE DR,1,Regular elementary or secondary,649,181,166,160,142,494,9,51,39,12,17,27,0
846981,BISHOP GORMAN HIGH SCHOOL,NV,36.08162,-115.317761,89148,LAS VEGAS,5959 S HUALAPAI WAY,1,Regular elementary or secondary,1470,410,382,364,314,867,93,200,144,11,36,119,0
847227,THE ADELSON EDUCATIONAL CAMPUS-LAS VEGAS,NV,36.20061,-115.305731,89134,LAS VEGAS,9700 HILLPOINTE RD,1,Regular elementary or secondary,419,23,36,41,31,374,14,18,9,0,2,2,0
851459,BISHOP BRADY HIGH SCHOOL,NH,43.211,-71.555161,03301,CONCORD,25 COLUMBUS AVE,1,Regular elementary or secondary,349,74,87,100,88,312,3,3,31,0,0,0,20
851721,ST THOMAS AQUINAS HIGH SCHOOL,NH,43.15126,-70.842071,03820,DOVER,197 DOVER POINT RD,1,Regular elementary or secondary,526,124,124,148,130,470,4,10,28,0,1,13,0
851903,ST PAUL'S SCHOOL,NH,43.19687,-71.573031,03301,CONCORD,325 PLEASANT ST,1,Regular elementary or secondary,540,115,138,148,139,323,48,35,96,1,0,37,0
851958,PROCTOR ACADEMY,NH,43.43706,-71.823381,03216,ANDOVER,PO BOX 500,1,Regular elementary or secondary,365,80,76,113,96,314,10,12,28,1,0,0,0
852011,DUBLIN SCHOOL,NH,42.908247,-72.063819,03444,DUBLIN,PO BOX 522,1,Regular elementary or secondary,152,35,37,39,41,103,15,5,22,0,0,7,0
852033,DUBLIN CHRISTIAN ACADEMY,NH,42.879125,-72.036232,03444,DUBLIN,106 PAGE RD,1,Regular elementary or secondary,89,5,14,6,12,80,3,2,1,0,0,3,0
852113,TILTON SCHOOL,NH,43.44415,-71.588891,03276,TILTON,30 SCHOOL ST,1,Regular elementary or secondary,255,37,46,83,73,202,15,3,35,0,0,0,0
852124,PHILLIPS EXETER ACADEMY,NH,42.98055,-70.950821,03833,EXETER,20 MAIN ST,1,Regular elementary or secondary,1084,200,266,305,313,632,120,88,225,10,0,9,0
852135,BREWSTER ACADEMY,NH,43.58137,-71.208961,03894,WOLFEBORO,80 ACADEMY DR,1,Regular elementary or secondary,331,51,85,102,93,290,20,4,6,0,1,10,0
852157,THE NEW HAMPTON SCHOOL,NH,43.605611,-71.652274,03256,NEW HAMPTON,70 MAIN ST,1,Regular elementary or secondary,322,46,63,97,116,247,19,9,47,0,0,0,0
852168,THE DERRYFIELD SCHOOL,NH,43.03651,-71.462311,03104,MANCHESTER,2108 RIVER RD,1,Regular elementary or secondary,378,68,64,75,57,334,4,9,16,0,0,15,0
852204,WHITE MOUNTAIN SCHOOL,NH,44.278735,-71.751976,03574,BETHLEHEM,371 W FARM RD,1,Regular elementary or secondary,124,26,36,32,30,73,7,10,33,1,0,0,0
852474,COE-BROWN NORTHWOOD ACADEMY,NH,43.21731,-71.210261,03261,NORTHWOOD,907 1ST NH TPKE,1,Regular elementary or secondary,727,174,196,173,184,704,6,7,6,3,0,1,0
852543,CONCORD CHRISTIAN ACADEMY,NH,43.21273,-71.500981,03301,CONCORD,37 REGIONAL DR,1,Regular elementary or secondary,204,24,23,14,21,179,6,1,18,0,0,0,0
861321,MOTHER SETON REGIONAL HIGH SCHOOL,NJ,40.626301,-74.302981,07066,CLARK,1 VALLEY RD,1,Regular elementary or secondary,274,72,62,70,70,107,39,40,63,0,0,25,0
861456,ST MARY OF THE ASSUMPTION HIGH SCHOOL,NJ,40.65884,-74.206821,07202,ELIZABETH,237 S BROAD ST,1,Regular elementary or secondary,221,50,70,58,43,14,112,3,47,1,1,43,0
861514,BENEDICTINE ACADEMY,NJ,40.6838457,-74.2153353,07208,ELIZABETH,840 N BROAD ST,1,Regular elementary or secondary,183,57,35,44,47,36,65,67,5,0,0,10,0
861627,MARIST HIGH SCHOOL,NJ,40.6907281,-74.106639,07002,BAYONNE,1241 KENNEDY BLVD,1,Regular elementary or secondary,309,76,58,91,84,51,131,43,64,0,3,17,129
861638,ST VINCENT ACADEMY,NJ,40.743294,-74.1874632,07103,NEWARK,228 W MARKET ST,1,Regular elementary or secondary,289,62,78,75,74,176,12,74,11,0,0,16,184
861671,QUEEN OF PEACE HIGH SCHOOL,NJ,40.786699,-74.131632,07031,NORTH ARLINGTON,191 RUTHERFORD PL,1,Regular elementary or secondary,356,70,93,87,106,175,22,63,65,0,14,17,0
861864,ST MARY HIGH SCHOOL,NJ,40.8294823,-74.1046467,07070,RUTHERFORD,64 CHESTNUT ST,1,Regular elementary or secondary,225,39,54,67,65,115,7,62,9,2,0,30,0
862085,ST JOSEPH REGIONAL HIGH SCHOOL,NJ,41.050197,-74.071674,07645,MONTVALE,40 CHESTNUT RIDGE RD,1,Regular elementary or secondary,475,125,127,110,113,344,26,52,26,0,0,27,0
862187,ST PETERS PREPARATORY SCHOOL,NJ,40.71583,-74.040271,07302,JERSEY CITY,144 GRAND ST,1,Regular elementary or secondary,932,261,247,235,189,590,92,117,91,0,1,41,0
862314,HUDSON CATHOLIC REGIONAL HIGH SCHOOL,NJ,40.72659,-74.066831,07306,JERSEY CITY,790 BERGEN AVE,1,Regular elementary or secondary,495,125,130,140,100,95,82,179,56,0,1,82,0
862482,ST ANTHONY HIGH SCHOOL,NJ,40.7264,-74.041031,07302,JERSEY CITY,175 8TH ST,1,Regular elementary or secondary,210,64,42,50,54,9,123,64,6,0,5,3,0
862518,ST DOMINIC ACADEMY,NJ,40.7246412,-74.0734182,07304,JERSEY CITY,2572 JOHN F KENNEDY BLVD,1,Regular elementary or secondary,255,79,44,44,65,132,23,51,36,0,0,13,0
862642,IMMACULATE CONCEPTION HIGH SCHOOL,NJ,40.86707,-74.092641,07644,LODI,258 S MAIN ST,1,Regular elementary or secondary,217,57,49,53,58,145,25,42,5,0,0,0,0
862664,MOUNT SAINT DOMINIC ACADEMY,NJ,40.8328443,-74.271989,07006,CALDWELL,3 RYERSON AVE,1,Regular elementary or secondary,308,72,74,86,76,219,31,22,11,0,1,24,0
863329,PARAMUS CATHOLIC HIGH SCHOOL,NJ,40.95509,-74.096031,07652,PARAMUS,425 PARAMUS RD,1,Regular elementary or secondary,1571,374,408,371,418,706,292,233,174,0,0,166,0
863362,DON BOSCO PREP HIGH SCHOOL,NJ,41.07122,-74.134821,07446,RAMSEY,492 N FRANKLIN TPKE,1,Regular elementary or secondary,871,233,206,198,234,50,50,750,21,0,0,0,0
863395,ROSELLE CATHOLIC HIGH SCHOOL,NJ,40.64827,-74.264961,07203,ROSELLE,350 RARITAN RD,1,Regular elementary or secondary,354,81,80,99,94,88,123,63,45,0,0,35,0
863431,UNION CATHOLIC REGIONAL HIGH SCHOOL,NJ,40.6250852,-74.3581435,07076,SCOTCH PLAINS,1600 MARTINE AVE,1,Regular elementary or secondary,780,183,201,202,194,370,177,104,94,6,1,28,39
863464,ORATORY PREPARATORY SCHOOL,NJ,40.7240563,-74.3695024,07901,SUMMIT,1 BEVERLY RD,1,Regular elementary or secondary,358,86,90,73,67,289,11,22,21,0,1,14,0
863533,LACORDAIRE ACADEMY,NJ,40.84209,-74.201181,07043,UPPER MONTCLAIR,155 LORRAINE AVE,1,Regular elementary or secondary,221,16,13,15,18,112,51,23,11,0,0,24,0
863599,IMMACULATE HEART ACADEMY,NJ,40.9917243,-74.078396,07676,WASHINGTON TOWNSHIP,500 VAN EMBURGH AVE,1,Regular elementary or secondary,734,166,184,184,200,618,11,64,29,3,5,4,0
863704,ST BENEDICT'S PREPARATORY SCHOOL,NJ,40.735441,-74.180015,07102,NEWARK,520 MARTIN LUTHER KING JR BLVD,1,Regular elementary or secondary,550,143,148,85,105,72,282,186,1,0,0,9,0
864005,IMMACULATE CONCEPTION HIGH SCHOOL,NJ,40.816303,-74.216383,07042,MONTCLAIR,33 COTTAGE PL,1,Regular elementary or secondary,179,45,43,46,45,3,140,32,1,0,0,3,0
864184,SETON HALL PREPARATORY SCHOOL,NJ,40.7743,-74.247951,07052,WEST ORANGE,120 NORTHFIELD AVE,1,Regular elementary or secondary,937,234,246,230,227,678,104,17,56,0,0,82,0
864242,ACADEMY OF THE HOLY ANGELS,NJ,40.94276,-73.945711,07627,DEMAREST,315 HILLSIDE AVE,1,Regular elementary or secondary,594,176,129,149,140,412,36,45,75,1,0,25,0
864388,PAUL VI HIGH SCHOOL,NJ,39.89938,-75.059741,08033,HADDONFIELD,901 HOPKINS RD STE B,1,Regular elementary or secondary,1113,286,253,288,286,886,104,45,58,0,0,20,0
864402,ST AUGUSTINE PREPARATORY SCHOOL,NJ,39.49992,-74.872921,08350,RICHLAND,611 CEDAR AVE,1,Regular elementary or secondary,711,195,197,152,167,598,34,26,30,0,0,23,0
864708,ST JOSEPH  HIGH SCHOOL,NJ,39.637108,-74.800341,08037,HAMMONTON,328 VINE ST,1,Regular elementary or secondary,371,72,106,92,101,302,32,9,21,1,0,6,0
864796,CAMDEN CATHOLIC HIGH SCHOOL,NJ,39.938233,-75.052033,08002,CHERRY HILL,300 CUTHBERT BLVD,1,Regular elementary or secondary,721,202,199,155,165,429,113,68,100,0,0,11,0
864978,HOLY SPIRIT HIGH SCHOOL,NJ,39.4171224,-74.5095572,08201,ABSECON,500 S NEW RD,1,Regular elementary or secondary,380,95,109,98,78,297,26,26,19,0,0,12,0
865188,BISHOP EUSTACE PREP SCHOOL,NJ,39.93029,-75.065161,08109,PENNSAUKEN,5552 MARLTON PIKE,1,Regular elementary or secondary,638,157,169,153,159,570,22,14,31,0,1,0,0
865235,GLOUCESTER CATHOLIC HIGH SCHOOL,NJ,39.8962418,-75.124437,08030,GLOUCESTER CITY,333 RIDGEWAY ST,1,Regular elementary or secondary,562,124,125,142,126,474,14,29,28,2,0,15,0
865439,POPE JOHN XXIII HIGH SCHOOL,NJ,41.03186,-74.666701,07871,SPARTA,28 ANDOVER RD,1,Regular elementary or secondary,951,195,203,214,198,818,31,54,40,0,1,7,0
866159,MORRIS CATHOLIC HIGH SCHOOL,NJ,40.9057929,-74.4905115,07834,DENVILLE,200 MORRIS AVE,1,Regular elementary or secondary,422,109,121,87,105,339,19,28,35,0,1,0,0
866181,MARY HELP OF CHRISTIANS ACADEMY,NJ,40.94699,-74.189531,07508,NORTH HALEDON,659 BELMONT AVE,1,Regular elementary or secondary,156,29,42,50,35,81,14,47,3,0,0,11,0
866272,DE PAUL CATHOLIC HIGH SCHOOL,NJ,40.95783,-74.243961,07470,WAYNE,1512 ALPS RD,1,Regular elementary or secondary,605,140,140,135,170,396,39,79,39,0,0,52,0
866396,ST JOHN VIANNEY REGIONAL HIGH SCHOOL,NJ,40.402397,-74.2079145,07733,HOLMDEL,540A LINE RD,1,Regular elementary or secondary,979,260,200,265,254,811,36,49,48,1,2,32,11
866498,NOTRE DAME HIGH SCHOOL,NJ,40.255102,-74.743745,08648,LAWRENCEVILLE,601 LAWRENCE RD,1,Regular elementary or secondary,1290,324,267,359,340,1028,80,64,92,1,1,24,0
866512,CHRISTIAN BROTHERS ACADEMY,NJ,40.33541,-74.131911,07738,LINCROFT,850 NEWMAN SPRINGS RD,1,Regular elementary or secondary,1015,264,249,237,265,937,5,38,29,0,2,4,0
866669,BISHOP GEORGE AHR HIGH SCHOOL,NJ,40.5779768,-74.376536,08820,EDISON,1 TINGLEY LN,1,Regular elementary or secondary,832,176,236,223,197,469,69,110,140,0,4,40,0
866851,ST ROSE HIGH SCHOOL,NJ,40.1829976,-74.0247835,07719,BELMAR,607 7TH AVE,1,Regular elementary or secondary,485,124,135,122,104,440,8,10,22,0,1,4,0
867163,MT ST MARY ACADEMY,NJ,40.6465867,-74.4143589,07069,WATCHUNG,1645 US HIGHWAY 22,1,Regular elementary or secondary,370,101,84,85,100,320,6,21,5,0,16,2,0
867243,RED BANK CATHOLIC HIGH SCHOOL,NJ,40.348332,-74.065699,07701,RED BANK,112 BROAD ST,1,Regular elementary or secondary,915,228,226,230,231,813,29,33,8,0,32,0,0
867265,HOLY CROSS HIGH SCHOOL,NJ,40.02077,-74.953711,08075,DELRAN,5035 ROUTE 130,1,Regular elementary or secondary,470,87,119,128,136,365,50,12,34,0,0,9,0
867458,MONSIGNOR DONOVAN HIGH SCHOOL,NJ,39.960991,-74.189091,08753,TOMS RIVER,711 HOOPER AVE,1,Regular elementary or secondary,685,153,170,180,182,586,12,21,47,3,4,12,0
867582,"TRENTON CATHOLIC ACADEMY, UPPER SCHOOL",NJ,40.21803,-74.717301,08610,HAMILTON,175 LEONARD AVE,1,Regular elementary or secondary,208,46,54,63,45,25,116,49,12,0,0,6,111
867797,MATER DEI PREP HIGH SCHOOL,NJ,40.4142706,-74.1027103,07748,MIDDLETOWN,538 CHURCH ST,1,Regular elementary or secondary,345,38,116,85,106,269,37,19,20,0,0,0,0
867902,ST JOSEPH HIGH SCHOOL,NJ,40.55157,-74.375651,08840,METUCHEN,145 PLAINFIELD RD,1,Regular elementary or secondary,683,180,172,154,177,493,57,58,75,0,0,0,0
868087,MOORESTOWN FRIENDS SCHOOL,NJ,39.96521,-74.941651,08057,MOORESTOWN,110 E MAIN ST,1,Regular elementary or secondary,670,67,73,78,77,420,78,17,107,1,0,47,0
868382,THE FRISCH SCHOOL,NJ,40.93303,-74.080491,07652,PARAMUS,120 W CENTURY RD,1,Regular elementary or secondary,637,181,156,163,137,635,0,0,2,0,0,0,0
868462,PRINCETON DAY SCHOOL,NJ,40.367523,-74.693133,08542,PRINCETON,PO BOX 75,1,Regular elementary or secondary,926,103,99,109,104,752,40,63,71,0,0,0,0
868553,DOANE ACADEMY,NJ,40.07957,-74.867641,08016,BURLINGTON,350 RIVERBANK,1,Regular elementary or secondary,219,25,28,35,30,142,50,7,8,5,0,7,0
868564,NEWARK ACADEMY,NJ,40.77841,-74.360071,07039,LIVINGSTON,91 SOUTH ORANGE AVE,1,Regular elementary or secondary,585,104,104,102,93,333,41,19,145,0,2,45,0
868688,JOSEPH KUSHNER HEBREW ACADEMY RAE KUSHNER YESHIVA,NJ,40.77322,-74.360351,07039,LIVINGSTON,110 S ORANGE AVE,1,Regular elementary or secondary,668,66,56,60,54,668,0,0,0,0,0,0,0
868724,RUTGERS PREPARATORY SCHOOL,NJ,40.52625,-74.495661,08873,SOMERSET,1345 EASTON AVE,1,Regular elementary or secondary,606,88,94,105,93,262,105,18,221,0,0,0,0
868746,PEDDIE SCHOOL,NJ,40.25805,-74.525921,08520,HIGHTSTOWN,201 S MAIN ST,1,Regular elementary or secondary,544,106,138,145,155,322,70,33,87,0,0,32,0
868768,SADDLE RIVER DAY SCHOOL,NJ,41.03031,-74.086101,07458,SADDLE RIVER,147 CHESTNUT RIDGE RD,1,Regular elementary or secondary,302,47,47,42,40,236,11,11,42,0,0,2,0
868892,RANNEY SCHOOL,NJ,40.3088,-74.080391,07724,TINTON FALLS,235 HOPE RD,1,Regular elementary or secondary,728,87,81,85,80,535,14,6,153,0,0,20,256
868994,NETHERLANDS REFORMED CHRISTIAN SCHOOL,NJ,40.95344,-74.312541,07444,POMPTON PLAINS,164 JACKSONVILLE RD,1,Regular elementary or secondary,181,18,12,11,12,180,1,0,0,0,0,0,0
869003,DWIGHT-ENGLEWOOD SCHOOL,NJ,40.88842,-73.961891,07631,ENGLEWOOD,315 E PALISADE AVE,1,Regular elementary or secondary,917,128,121,122,108,0,106,47,224,83,4,453,0
869058,GILL ST BERNARD S SCHOOL,NJ,40.732925,-74.671356,07934,GLADSTONE,PO BOX 604,1,Regular elementary or secondary,657,87,68,89,94,489,20,30,82,0,0,36,0
869091,BLAIR ACADEMY,NJ,40.983013,-74.962923,07825,BLAIRSTOWN,PO BOX 600,1,Regular elementary or secondary,420,105,105,105,105,313,19,13,57,3,0,15,0
869149,KENT PLACE SCHOOL,NJ,40.71993,-74.364651,07901,SUMMIT,42 NORWOOD AVE,1,Regular elementary or secondary,599,78,69,71,74,395,72,22,110,0,0,0,0
869171,THE LAWRENCEVILLE SCHOOL,NJ,40.295271,-74.730152,08648,LAWRENCEVILLE,PO BOX 6008,1,Regular elementary or secondary,817,157,216,223,221,449,81,49,174,0,0,64,0
869182,THE PENNINGTON SCHOOL,NJ,40.326323,-74.794463,08534,PENNINGTON,112 W DELAWARE AVE,1,Regular elementary or secondary,506,87,109,102,106,324,30,15,66,1,19,51,0
869444,PARSIPPANY CHRISTIAN SCHOOL,NJ,40.858097,-74.451664,07054,PARSIPPANY,PO BOX 5365,1,Regular elementary or secondary,144,10,12,10,11,38,35,35,36,0,0,0,0
869615,THE PILGRIM ACADEMY,NJ,39.517,-74.540031,08215,EGG HARBOR CITY,PO BOX 322,1,Regular elementary or secondary,266,11,13,25,38,192,24,15,23,2,0,10,0
869648,TIMOTHY CHRISTIAN SCHOOL,NJ,40.53454,-74.413921,08854,PISCATAWAY,2008 ETHEL RD,1,Regular elementary or secondary,446,38,25,45,40,137,134,67,104,0,0,4,0
869987,BAPTIST REGIONAL SCHOOL,NJ,39.884857,-75.054523,08035,HADDON HEIGHTS,300 STATION AVE,1,Regular elementary or secondary,240,27,28,33,34,170,32,3,30,0,2,3,0
870008,BAIS KAILA TORAH PREPARATORY HIGH SCHOOL FOR GIRLS,NJ,40.071966,-74.20772,08701,LAKEWOOD,PO BOX 952,1,Regular elementary or secondary,246,54,63,61,68,246,0,0,0,0,0,0,0
870278,AMERICAN CHRISTIAN SCHOOL,NJ,40.8575,-74.659551,07876,SUCCASUNNA,126 S HILLSIDE AVE,1,Regular elementary or secondary,202,14,21,14,12,128,27,21,6,1,0,19,0
909478,ALBUQUERQUE ACADEMY,NM,35.152653,-106.555708,87109,ALBUQUERQUE,6400 WYOMING BLVD NE,1,Regular elementary or secondary,1118,160,169,160,166,557,12,154,120,12,0,263,0
909489,SANTA FE PREPARATORY SCHOOL,NM,35.669103,-105.913392,87505,SANTA FE,11001 CAMINO DE LA CRUZ BLANCA,1,Regular elementary or secondary,316,51,50,65,36,220,0,34,16,12,0,34,0
909503,SANDIA PREPARATORY SCHOOL,NM,35.15009,-106.618361,87113,ALBUQUERQUE,532 OSUNA RD NE,1,Regular elementary or secondary,577,81,70,78,74,310,16,110,34,33,0,74,0
909682,MESILLA VALLEY CHRISTIAN SCHOOLS,NM,32.27359,-106.757341,88001,LAS CRUCES,3850 STERN DR,1,Regular elementary or secondary,275,28,21,26,16,153,5,110,6,1,0,0,0
909809,HOPE CHRISTIAN SCHOOLS,NM,35.17358,-106.569431,87109,ALBUQUERQUE,8005 LOUISIANA BLVD NE,1,Regular elementary or secondary,1201,116,97,137,106,29,72,1040,60,0,0,0,0
919227,LA SALLE ACADEMY,NY,40.728117,-73.990072,10003,NEW YORK,215 E 6TH ST,1,Regular elementary or secondary,323,90,79,75,79,28,74,171,3,0,15,32,0
919373,ST CATHARINE ACADEMY,NY,40.85905,-73.856671,10469,BRONX,2250 WILLIAMSBRIDGE RD,1,Regular elementary or secondary,487,107,139,90,151,111,102,245,22,0,0,7,0
